 ,Trajectory,Frame,x,y,z,m0,m1,m2,m3,m4,NPscore
8302,2099,49,267.333,304.807,0,6.184,1.032,1.371,1.954,2.985,0.05
8312,2102,49,147.691,327.548,0,6.566,1.109,1.543,2.306,3.687,0.097
8364,2118,49,304.431,45.631,0,6.693,1.085,1.499,2.228,3.55,0.122
8372,2120,49,152.691,47.627,0,6.634,1.066,1.452,2.124,3.33,0.114
8380,2123,49,228.789,113.123,0,5.309,1.04,1.401,2.033,3.167,0.064
8383,2124,49,283.467,120.756,0,3.957,0.888,1.075,1.377,1.877,0.03
8390,2125,49,267.475,185.468,0,7.194,1.125,1.578,2.376,3.818,0.015
8399,2127,49,238.837,204.306,0,5.95,1.069,1.465,2.159,3.414,0.053
8405,2128,49,498.912,231.541,0,3.636,0.946,1.187,1.584,2.259,0.016
8414,2131,49,262.312,314.619,0,6.753,1.077,1.466,2.14,3.341,0.109
8420,2133,49,375.922,344.785,0,5.328,1.062,1.458,2.157,3.425,0.051
8423,2134,49,211.193,341.285,0,5.395,1.023,1.374,1.99,3.101,0.06
8430,2136,49,247.735,343.181,0,4.753,0.968,1.255,1.75,2.625,0.052
8436,2137,49,65.453,354.908,0,5.789,1.022,1.364,1.96,3.025,0.037
8441,2139,49,201.193,377.391,0,6.367,1.07,1.456,2.127,3.325,0.083
8445,2140,49,146.751,411.359,0,5.284,0.982,1.265,1.74,2.561,0.06
8453,2142,49,168.442,443.391,0,6.801,1.096,1.522,2.274,3.639,0.1
8459,2144,49,268.368,471.679,0,6.693,1.075,1.469,2.158,3.396,0.119
8475,2150,49,265.826,56.24,0,5.218,1.008,1.332,1.893,2.889,0.084
8520,2165,49,138.688,190.093,0,5.129,1.03,1.399,2.054,3.246,0.069
8569,2176,49,361.621,323.203,0,4.825,0.991,1.3,1.833,2.782,0.056
8591,2182,49,476.607,416.878,0,4.178,0.97,1.23,1.658,2.385,0.036
8614,2187,49,444.12,436.356,0,4.975,0.979,1.285,1.821,2.784,0.072
8632,2192,49,108.512,6.085,0,4.925,0.987,1.28,1.776,2.639,0.067
8634,2193,49,189.604,84.361,0,6.955,1.1,1.534,2.306,3.712,0.048
8636,2194,49,254.169,54.264,0,6.084,1.052,1.435,2.111,3.333,0.055
8645,2195,49,339.609,87.607,0,3.897,0.927,1.155,1.531,2.171,0.038
8656,2196,49,101.315,96.431,0,4.968,0.957,1.229,1.697,2.524,0.058
8658,2197,49,308.459,124.36,0,6.693,1.079,1.491,2.219,3.542,0.121
8660,2198,49,310.649,132.834,0,6.355,1.08,1.48,2.18,3.438,0.076
8664,2199,49,40.128,148.625,0,4.944,1.014,1.353,1.947,3.014,0.064
8670,2200,49,357.499,148.714,0,6.451,1.044,1.402,2.021,3.125,0.089
8672,2201,49,200.529,165.329,0,6.658,1.066,1.446,2.103,3.276,0.113
8675,2202,49,43.543,176.485,0,6.199,1.014,1.354,1.949,3.019,0.047
8677,2203,49,381.622,196.35,0,6.151,1.05,1.409,2.029,3.127,0.054
8682,2204,49,439.412,196.755,0,6.609,1.052,1.41,2.026,3.115,0.096
8686,2205,49,215.395,194.423,0,6.558,1.05,1.423,2.074,3.244,0.099
8688,2206,49,80.651,211.331,0,6.872,1.086,1.492,2.205,3.489,0.075
8690,2207,49,161.203,256.326,0,6.14,1.063,1.448,2.122,3.334,0.052
8692,2208,49,248.759,263.899,0,3.565,1.02,1.371,1.986,3.096,0.008
8700,2209,49,13.23,257.277,0,6.013,1.033,1.384,1.995,3.086,0.057
8706,2210,49,379.57,264.521,0,5.833,0.971,1.231,1.659,2.382,0.023
8708,2211,49,77.486,262.239,0,4.157,0.93,1.189,1.641,2.452,0.037
8710,2212,49,236.176,261.633,0,6.233,1.064,1.441,2.095,3.259,0.057
8713,2213,49,458.402,288.848,0,5.58,1.017,1.357,1.951,3.017,0.055
8716,2214,49,53.788,310.206,0,5.863,1.047,1.414,2.055,3.204,0.044
8723,2215,49,175.526,318.458,0,6.057,0.987,1.275,1.762,2.608,0.031
8726,2216,49,407.803,322.102,0,5.582,1.071,1.481,2.21,3.54,0.038
8731,2217,49,25.088,348.343,0,5.619,1.029,1.382,1.998,3.105,0.051
8733,2218,49,411.823,343.53,0,6.594,1.098,1.519,2.254,3.575,0.11
8739,2219,49,331.369,362.1,0,5.576,1.027,1.365,1.946,2.976,0.056
8746,2221,49,202.702,393.143,0,4.857,1.016,1.363,1.974,3.08,0.048
8748,2222,49,139.557,419.47,0,6.987,1.098,1.514,2.241,3.545,0.037
8752,2223,49,380.876,426.766,0,6.061,1.055,1.439,2.115,3.334,0.056
8755,2224,49,63.815,433.686,0,6.505,1.09,1.51,2.251,3.595,0.094
8757,2225,49,273.534,440.657,0,5.952,0.985,1.276,1.77,2.634,0.033
8759,2226,49,448.159,459.326,0,4.325,0.984,1.274,1.767,2.632,0.028
8763,2227,49,205.931,473.528,0,5.411,1.011,1.331,1.878,2.842,0.054
8766,2228,49,111.215,479.603,0,5.69,0.998,1.314,1.86,2.832,0.041
8768,2229,49,375.615,508.515,0,4.268,0.964,1.227,1.668,2.428,0.033
8836,2245,49,104.681,217.119,0,5.5,1.018,1.361,1.959,3.033,0.057
8848,2248,49,183.537,244.889,0,5.672,1.002,1.321,1.874,2.86,0.044
8856,2250,49,254.092,250.607,0,5.503,1.056,1.473,2.229,3.632,0.047
8901,2262,49,371.183,330.329,0,5.033,1.019,1.343,1.899,2.881,0.077
8910,2265,49,202.585,354.467,0,6.827,1.039,1.386,1.984,3.043,0.054
8914,2267,49,107.765,378.258,0,6.577,1.122,1.572,2.367,3.81,0.086
8927,2271,49,384.69,500.487,0,6.733,1.074,1.47,2.164,3.414,0.114
8928,2272,49,246.562,6.625,0,3.936,0.922,1.136,1.485,2.07,0.041
8932,2273,49,329.576,28.265,0,6.441,1.036,1.385,1.989,3.062,0.084
8934,2274,49,231.418,30.26,0,6.539,1.066,1.447,2.108,3.289,0.104
8936,2275,49,386.286,32.172,0,5.992,1.071,1.465,2.157,3.407,0.055
8938,2276,49,281.744,57.258,0,6.935,1.15,1.638,2.509,4.103,0.036
8941,2277,49,406.128,66.299,0,6.033,1.08,1.494,2.227,3.557,0.048
8943,2278,49,314.677,81.639,0,4.621,0.964,1.231,1.681,2.463,0.046
8948,2279,49,191.743,92.608,0,5.242,0.986,1.307,1.874,2.9,0.079
8951,2280,49,413.853,117.483,0,4.647,0.962,1.237,1.707,2.534,0.049
8953,2281,49,116.855,121.842,0,5.528,1.062,1.452,2.135,3.366,0.05
8955,2282,49,56.255,125.643,0,5.162,0.988,1.289,1.806,2.719,0.083
8957,2283,49,457.6,153.504,0,4.453,0.947,1.185,1.575,2.234,0.029
8959,2284,49,444.718,156.569,0,6.792,1.088,1.494,2.203,3.475,0.103
8962,2285,49,201.66,188.776,0,5.305,0.991,1.303,1.843,2.807,0.065
8964,2286,49,10.325,210.746,0,4.798,0.983,1.271,1.758,2.608,0.054
8967,2287,49,418.615,214.578,0,5.149,0.978,1.279,1.801,2.731,0.081
8969,2288,49,483.733,222.496,0,6.452,1.076,1.478,2.188,3.474,0.094
8971,2289,49,315.258,243.581,0,4.035,0.941,1.175,1.559,2.206,0.043
8975,2290,49,270.257,245.483,0,3.924,0.942,1.187,1.593,2.289,0.041
8982,2291,49,28.153,246.807,0,5.398,1.046,1.413,2.053,3.2,0.058
8989,2292,49,407.622,247.963,0,3.522,0.936,1.186,1.609,2.342,0.012
8991,2293,49,250.749,250.291,0,5.435,1.081,1.519,2.311,3.776,0.037
8994,2294,49,427.701,250.747,0,5.562,1.006,1.339,1.926,2.987,0.054
8997,2295,49,165.423,263.7,0,6.658,1.088,1.509,2.254,3.608,0.121
9000,2296,49,403.266,281.784,0,6.605,1.126,1.584,2.397,3.875,0.086
9002,2297,49,117.629,283.537,0,4.099,0.947,1.203,1.636,2.389,0.04
9004,2298,49,263.353,300.539,0,6.429,1.025,1.364,1.95,2.993,0.074
9006,2299,49,205.239,301.505,0,5.767,1.033,1.41,2.08,3.303,0.035
9009,2300,49,494.469,318.332,0,6.635,1.076,1.464,2.137,3.337,0.117
9013,2301,49,131.361,333.585,0,5.196,1.151,1.669,2.612,4.364,0.008
9015,2302,49,132.187,336.503,0,5.939,1.142,1.648,2.566,4.272,0.014
9017,2303,49,278.1,340.241,0,5.092,1.015,1.358,1.957,3.035,0.079
9022,2304,49,155.475,350.72,0,5.919,1.03,1.392,2.03,3.185,0.051
9024,2305,49,277.312,369.417,0,6.833,1.11,1.544,2.306,3.682,0.086
9035,2306,49,295.717,369.706,0,6.4,1.106,1.535,2.291,3.657,0.066
9038,2307,49,511.358,391.454,0,0.948,0.607,0.626,0.652,0.689,0.006
9044,2308,49,377.381,406.282,0,4.786,0.926,1.133,1.456,1.974,0.025
9046,2309,49,330.585,408.638,0,6.858,1.079,1.479,2.178,3.433,0.079
9048,2310,49,305.671,416.301,0,6.938,1.111,1.552,2.333,3.75,0.052
9050,2311,49,274.271,463.333,0,6.265,1.037,1.385,1.986,3.053,0.059
9053,2312,49,3.671,470.403,0,5,0.978,1.265,1.756,2.62,0.07
9059,2313,49,8.685,474.639,0,3.814,0.949,1.205,1.637,2.389,0.024
9063,2314,49,64.123,489.77,0,5.896,1.082,1.502,2.249,3.612,0.039
3585,848,50,325.685,222.307,0,6.456,1.082,1.488,2.202,3.488,0.13
5571,1367,50,109.283,505.443,0,6.889,1.117,1.571,2.38,3.856,0.068
6305,1562,50,448.121,341.801,0,5.227,1.041,1.411,2.066,3.25,0.035
6605,1644,50,422.368,230.197,0,4.989,1.007,1.324,1.87,2.834,0.073
6827,1703,50,82.713,364.265,0,6.033,1.029,1.376,1.979,3.055,0.062
6842,1705,50,347.542,447.397,0,6.398,1.013,1.333,1.881,2.844,0.084
7029,1761,50,292.869,72.302,0,4.35,0.948,1.189,1.585,2.256,0.021
7244,1806,50,187.628,124.355,0,6.864,1.122,1.581,2.401,3.9,0.07
7342,1830,50,223.134,351.841,0,4.732,1.036,1.394,2.015,3.122,0.032
7402,1844,50,345.339,25.493,0,6.417,1.039,1.401,2.036,3.18,0.121
7437,1853,50,402.441,178.677,0,4.64,0.975,1.248,1.708,2.507,0.057
7458,1856,50,308.825,226.465,0,6.333,1.034,1.381,1.978,3.038,0.108
7531,1877,50,457.461,446.504,0,4.506,0.945,1.168,1.524,2.109,0.03
7556,1882,50,270.823,455.663,0,6.172,1.084,1.49,2.201,3.48,0.061
7619,1901,50,274.265,199.832,0,6.462,1.135,1.605,2.439,3.955,0.07
7707,1929,50,312.733,65.735,0,5.08,0.985,1.27,1.752,2.59,0.072
7718,1930,50,188.625,116.321,0,6.666,1.105,1.533,2.286,3.644,0.11
7753,1939,50,345.246,148.32,0,6.562,1.06,1.442,2.11,3.307,0.133
7797,1954,50,360.206,347.402,0,6.317,1.026,1.375,1.985,3.081,0.104
7809,1957,50,54.351,421.255,0,6.312,1.08,1.489,2.211,3.519,0.097
7821,1959,50,190.712,449.362,0,4.983,0.976,1.262,1.751,2.611,0.075
7939,1993,50,422.496,355.573,0,6.715,1.121,1.56,2.326,3.701,0.092
7960,1998,50,15.235,459.288,0,4.521,0.973,1.243,1.692,2.465,0.039
8028,2021,50,304.14,292.449,0,5.634,1.024,1.365,1.957,3.013,0.064
8047,2027,50,24.593,364.287,0,5.991,1.004,1.329,1.891,2.895,0.052
8077,2033,50,260.829,450.564,0,5.651,0.985,1.282,1.791,2.69,0.055
8115,2045,50,295.396,137.681,0,6.628,1.081,1.483,2.188,3.456,0.126
8131,2049,50,450.63,171.449,0,5.299,1.099,1.512,2.23,3.511,0.026
8149,2055,50,189.895,259.578,0,5.725,1.007,1.336,1.912,2.945,0.059
8174,2063,50,449.813,302.483,0,5.779,1,1.33,1.908,2.951,0.05
8192,2064,50,237.866,330.709,0,4.772,0.989,1.29,1.805,2.71,0.051
8199,2065,50,265.317,330.362,0,6.28,1.029,1.388,2.02,3.162,0.101
8259,2088,50,314.488,172.508,0,5.875,0.965,1.237,1.696,2.494,0.025
8268,2090,50,448.457,174.656,0,5.633,1.095,1.537,2.329,3.787,0.024
8295,2097,50,119.283,320.505,0,5.369,0.998,1.31,1.849,2.805,0.035
8320,2105,50,261.402,371.203,0,6.422,1.12,1.571,2.369,3.816,0.081
8325,2106,50,470.235,370.286,0,6.92,1.13,1.598,2.431,3.953,0.057
8332,2107,50,210.279,390.527,0,6.784,1.092,1.503,2.22,3.509,0.086
8336,2108,50,336.301,377.224,0,6.078,1.018,1.353,1.932,2.965,0.063
8347,2112,50,372.319,440.433,0,6.599,1.055,1.433,2.095,3.286,0.121
8356,2115,50,62.779,476.279,0,4.671,0.985,1.281,1.789,2.687,0.058
8384,2124,50,281.421,116.367,0,5.671,0.973,1.254,1.729,2.557,0.047
8424,2134,50,211.6,341.233,0,6.477,1.066,1.453,2.133,3.355,0.137
8446,2140,50,140.802,403.407,0,6.558,1.124,1.576,2.372,3.815,0.101
8472,2149,50,99.841,491.2,0,5.292,1.021,1.354,1.932,2.959,0.041
8479,2151,50,318.701,38.74,0,6.515,1.084,1.505,2.254,3.62,0.135
8485,2153,50,187.143,77.258,0,5.235,0.989,1.306,1.862,2.861,0.039
8490,2155,50,365.82,103.716,0,6.604,1.125,1.59,2.421,3.939,0.09
8499,2157,50,101.528,125.804,0,5.725,1.008,1.341,1.926,2.979,0.059
8506,2160,50,22.552,161.267,0,6.939,1.121,1.577,2.387,3.862,0.056
8511,2162,50,47.929,208.373,0,4.196,0.961,1.219,1.65,2.389,0.036
8516,2164,50,131.333,207.56,0,6.538,1.053,1.438,2.119,3.354,0.135
8523,2166,50,487.501,206.862,0,6.065,1.039,1.399,2.028,3.154,0.065
8535,2167,50,254.472,248.24,0,4.126,0.973,1.256,1.738,2.583,0.043
8540,2169,50,72.821,247.062,0,3.922,1.002,1.334,1.915,2.96,0.024
8543,2170,50,118.52,237.802,0,5.592,0.997,1.305,1.837,2.778,0.057
8554,2171,50,18.377,258.78,0,6.839,1.083,1.482,2.179,3.427,0.072
8557,2172,50,410.679,263.428,0,4.221,0.956,1.24,1.737,2.632,0.032
8570,2176,50,354.878,329.629,0,4.787,1.005,1.302,1.796,2.647,0.049
8574,2177,50,394.856,342.834,0,3.99,1.013,1.33,1.87,2.816,0.028
8578,2178,50,431.444,340.221,0,6.152,1.045,1.421,2.084,3.283,0.073
8581,2179,50,77.789,365.147,0,5.364,1.045,1.402,2.019,3.117,0.044
8588,2181,50,388.788,416.278,0,6.301,1.06,1.439,2.1,3.286,0.11
8594,2183,50,198.585,432.55,0,5.531,0.965,1.236,1.693,2.49,0.032
8608,2185,50,270.881,441.7,0,4.954,1.002,1.322,1.876,2.864,0.068
8615,2187,50,445.083,438.125,0,3.927,1.003,1.326,1.881,2.861,0.025
8622,2188,50,221.6,477.514,0,6.037,0.986,1.274,1.764,2.617,0.041
8629,2191,50,109.625,481.102,0,4.685,0.975,1.256,1.736,2.578,0.059
8637,2194,50,250.499,60.768,0,5.231,0.983,1.287,1.814,2.754,0.038
8661,2198,50,314.332,129.685,0,4.473,0.969,1.251,1.735,2.589,0.031
8673,2201,50,198.377,172.897,0,4.394,0.977,1.247,1.695,2.461,0.024
8693,2208,50,245.279,263.711,0,6.509,1.077,1.472,2.164,3.406,0.14
8701,2209,50,13.487,253.499,0,6.28,1.039,1.4,2.031,3.166,0.104
8711,2212,50,232.851,263.565,0,3.285,0.915,1.113,1.423,1.923,0.006
8734,2218,50,414.31,336.704,0,6.379,1.037,1.383,1.976,3.025,0.112
8753,2223,50,384.466,420.379,0,6.045,1.014,1.333,1.88,2.843,0.058
8760,2226,50,442.459,452.287,0,5.671,0.999,1.309,1.842,2.783,0.061
8772,2230,50,354.765,1.801,0,5.428,1.05,1.396,1.982,3.007,0.044
8776,2231,50,343.842,16.205,0,5.425,1.033,1.398,2.041,3.207,0.044
8778,2232,50,370.326,32.806,0,6.21,1.049,1.416,2.054,3.194,0.086
8780,2233,50,150.609,31.757,0,6.545,1.071,1.456,2.128,3.328,0.139
8783,2234,50,228.793,96.802,0,5.559,1.052,1.418,2.054,3.189,0.052
8795,2235,50,295.586,109.861,0,4.119,0.97,1.25,1.728,2.566,0.043
8807,2236,50,71.822,129.304,0,5.036,0.999,1.334,1.927,3.001,0.071
8813,2237,50,494.249,128.055,0,4.962,1.023,1.364,1.955,3.01,0.058
8815,2238,50,206.245,150.243,0,6.639,1.109,1.553,2.343,3.783,0.108
8818,2239,50,24.419,151.778,0,5.097,0.991,1.292,1.807,2.712,0.068
8820,2240,50,249.145,191.6,0,6.259,1.05,1.417,2.055,3.194,0.1
8822,2241,50,225.632,182.248,0,6.313,1.044,1.409,2.048,3.195,0.112
8825,2242,50,24.106,212.483,0,6.229,1.039,1.401,2.034,3.17,0.091
8832,2243,50,120.359,219.91,0,5.565,1.014,1.348,1.931,2.975,0.059
8834,2244,50,431.425,210.635,0,6.705,1.047,1.413,2.052,3.195,0.076
8838,2246,50,138.742,223.722,0,4.728,0.969,1.252,1.738,2.599,0.055
8844,2247,50,346.749,210.381,0,6.576,1.093,1.515,2.259,3.609,0.132
8850,2249,50,483.064,233.397,0,4.053,0.972,1.25,1.718,2.532,0.042
8858,2251,50,256.342,265.164,0,6.176,1.04,1.404,2.04,3.182,0.078
8861,2252,50,392.225,274.538,0,5.807,1.017,1.349,1.923,2.946,0.047
8863,2253,50,108.839,270.208,0,3.599,0.973,1.259,1.742,2.583,0.02
8865,2254,50,149.471,267.269,0,6.567,1.037,1.394,2.017,3.133,0.108
8869,2255,50,278.591,296.14,0,5.903,1.054,1.425,2.072,3.231,0.041
8875,2256,50,416.125,291.612,0,6.475,1.119,1.578,2.397,3.893,0.089
8882,2257,50,41.122,300.511,0,5.983,1.043,1.397,2.009,3.095,0.055
8885,2258,50,190.459,307.764,0,5.53,1.013,1.345,1.923,2.956,0.053
8889,2259,50,340.575,294.496,0,4.083,0.948,1.19,1.586,2.255,0.042
8894,2260,50,281.17,312.75,0,5.725,1.064,1.448,2.116,3.314,0.042
8896,2261,50,115.292,332.55,0,6.361,1.03,1.374,1.969,3.029,0.108
8903,2263,50,353.797,337.293,0,4.722,0.96,1.221,1.659,2.418,0.052
8906,2264,50,130.56,352.509,0,7.009,1.121,1.572,2.369,3.817,0.034
8912,2266,50,104.706,374.363,0,6.339,1.042,1.387,1.976,3.012,0.111
8916,2268,50,497.56,385.837,0,6,1.039,1.396,2.016,3.128,0.058
8919,2269,50,345.286,415.396,0,6.892,1.077,1.478,2.18,3.445,0.058
8924,2270,50,169.476,427.379,0,6.773,1.109,1.548,2.324,3.733,0.087
8944,2278,50,324.496,82.177,0,3.886,0.96,1.214,1.635,2.355,0.02
8960,2284,50,444.146,162.096,0,4.587,1.006,1.333,1.904,2.926,0.039
8972,2289,50,313.147,235.252,0,5.061,0.971,1.251,1.724,2.548,0.072
8983,2291,50,20.777,243.289,0,5.963,1.046,1.433,2.12,3.374,0.048
8992,2293,50,251.484,257.437,0,6.462,1.033,1.396,2.035,3.191,0.119
9065,2315,50,247.279,33.308,0,6.556,1.084,1.488,2.195,3.466,0.14
9067,2316,50,438.267,58.572,0,6.517,1.063,1.459,2.158,3.426,0.14
9071,2317,50,295.259,66.414,0,6.948,1.131,1.591,2.406,3.886,0.052
9073,2318,50,110.193,83.169,0,4.709,1.015,1.338,1.889,2.856,0.048
9075,2319,50,205.576,83.709,0,6.857,1.079,1.49,2.219,3.542,0.07
9078,2320,50,58.145,115.157,0,5.344,1.059,1.448,2.136,3.387,0.039
9080,2321,50,293.376,129.546,0,6.877,1.084,1.498,2.228,3.554,0.067
9084,2322,50,174.374,136.086,0,4.14,0.96,1.226,1.671,2.439,0.043
9086,2323,50,250.204,136.424,0,6.854,1.117,1.566,2.363,3.812,0.074
9096,2324,50,381.33,138.664,0,6.34,1.06,1.428,2.062,3.188,0.118
9103,2325,50,0.739,148.463,0,2.495,0.815,1.022,1.398,2.095,0.006
9105,2326,50,347.331,161.156,0,6.093,1.067,1.458,2.142,3.372,0.057
9107,2327,50,254.759,163.684,0,4.622,0.975,1.249,1.709,2.503,0.055
9109,2328,50,368.576,187.274,0,6.266,1.097,1.521,2.269,3.622,0.071
9117,2329,50,35.808,190.434,0,5.664,1.038,1.399,2.03,3.161,0.059
9120,2330,50,253.497,214.384,0,6.329,1.045,1.421,2.086,3.293,0.116
9124,2331,50,85.56,226.378,0,6.579,1.05,1.424,2.076,3.247,0.122
9129,2332,50,191.407,226.301,0,6.717,1.121,1.551,2.298,3.633,0.094
9131,2333,50,42.854,236.537,0,3.705,0.982,1.292,1.834,2.807,0.02
9133,2334,50,300.524,237.355,0,4.635,0.94,1.19,1.613,2.351,0.047
9138,2335,50,179.841,269.816,0,5.943,1.116,1.575,2.395,3.898,0.016
9141,2336,50,4.556,289.381,0,3.592,0.975,1.253,1.723,2.541,0.02
9143,2337,50,436.566,291.5,0,5.081,0.953,1.214,1.657,2.433,0.059
9147,2338,50,292.36,317.447,0,6.599,1.078,1.471,2.154,3.374,0.133
9151,2339,50,317.784,324.502,0,6.679,1.126,1.574,2.36,3.777,0.091
9158,2340,50,497.628,359.735,0,6.412,1.067,1.448,2.109,3.287,0.128
9160,2341,50,97.341,366.248,0,6.761,1.091,1.505,2.233,3.546,0.091
9162,2342,50,11.855,380.304,0,6.618,1.098,1.523,2.271,3.624,0.124
9164,2343,50,187.186,396.65,0,4.632,0.954,1.213,1.649,2.405,0.052
9166,2344,50,149.167,427.248,0,4.913,0.995,1.321,1.895,2.929,0.059
9175,2345,50,129.552,441.303,0,6.13,1.002,1.314,1.847,2.788,0.053
9178,2346,50,259.586,465.716,0,6.197,1.171,1.69,2.622,4.336,0.011
9180,2347,50,356.306,472.669,0,6.47,1.053,1.412,2.029,3.121,0.126
3586,848,51,316.342,219.471,0,4.478,0.978,1.275,1.791,2.71,0.023
5572,1367,51,113.205,500.086,0,5.282,1.032,1.392,2.026,3.168,0.043
5955,1468,51,61.747,200.482,0,4.089,0.95,1.198,1.604,2.289,0.042
6073,1498,51,227.195,166.404,0,6.308,1.066,1.441,2.087,3.234,0.119
7051,1766,51,253.384,151.829,0,6.644,1.11,1.549,2.324,3.731,0.107
7075,1768,51,127.184,192.216,0,5.919,1.066,1.46,2.152,3.404,0.026
7201,1799,51,101.805,494.905,0,4.589,1.024,1.367,1.96,3.015,0.028
7228,1804,51,269.553,127.216,0,5.691,1.004,1.324,1.877,2.858,0.056
7245,1806,51,189.581,131.11,0,3.667,0.949,1.2,1.619,2.336,0.019
7328,1827,51,478.665,389.931,0,3.864,0.977,1.263,1.747,2.593,0.033
7593,1893,51,249.226,117.718,0,5.408,1.014,1.35,1.937,2.987,0.062
7708,1929,51,304.295,60.85,0,4.29,0.967,1.252,1.739,2.596,0.03
7887,1979,51,389.859,188.852,0,4.277,1.022,1.364,1.961,3.028,0.024
7940,1993,51,419.294,350.614,0,6.368,1.02,1.344,1.897,2.87,0.101
8059,2030,51,338.592,393.102,0,5.567,1.006,1.322,1.863,2.817,0.061
8078,2033,51,259.607,452.333,0,6.054,1.019,1.34,1.884,2.837,0.047
8095,2038,51,350.748,80.452,0,6.547,1.054,1.426,2.073,3.232,0.142
8175,2063,51,450.046,300.268,0,4.346,0.988,1.294,1.821,2.752,0.028
8275,2092,51,73.558,230.934,0,3.963,0.941,1.188,1.599,2.305,0.041
8303,2099,51,265.327,316.252,0,6.231,1.04,1.404,2.041,3.188,0.102
8365,2118,51,304.643,31.393,0,6.666,1.099,1.518,2.252,3.572,0.116
8373,2120,51,163.595,41.358,0,6.622,1.065,1.452,2.13,3.35,0.124
8391,2125,51,257.271,179.265,0,4.675,0.95,1.199,1.615,2.33,0.042
8400,2127,51,232.84,192.455,0,6.27,1.066,1.455,2.138,3.368,0.105
8406,2128,51,494.868,226.067,0,3.73,1.006,1.354,1.969,3.083,0.017
8415,2131,51,251.519,322.339,0,4.186,0.967,1.254,1.751,2.634,0.036
8431,2136,51,238.249,346.889,0,5.145,1.028,1.388,2.021,3.165,0.043
8454,2142,51,177.54,441.339,0,7.116,1.092,1.505,2.23,3.536,0.018
8476,2150,51,266.505,59.244,0,5.681,1.008,1.336,1.903,2.914,0.057
8544,2170,51,123.17,235.66,0,5.438,1.011,1.343,1.923,2.961,0.065
8571,2176,51,353.209,321.282,0,5.332,0.989,1.286,1.792,2.682,0.049
8595,2183,51,202.774,438.709,0,5.101,0.984,1.276,1.77,2.635,0.05
8616,2187,51,448.371,437.419,0,5.695,0.983,1.265,1.738,2.555,0.046
8646,2195,51,349.721,103.545,0,6.85,1.141,1.615,2.455,3.985,0.084
8662,2198,51,308.193,135.687,0,6.49,1.07,1.45,2.104,3.265,0.159
8665,2199,51,34.838,150.784,0,6.363,1.107,1.545,2.319,3.723,0.084
8678,2203,51,379.388,198.687,0,6.627,1.052,1.412,2.034,3.136,0.106
8683,2204,51,446.7,213.34,0,6.541,1.09,1.504,2.232,3.547,0.141
8702,2209,51,4.27,251.52,0,6.787,1.126,1.583,2.393,3.864,0.105
8714,2213,51,460.629,290.614,0,5.685,0.995,1.286,1.778,2.631,0.052
8717,2214,51,56.629,303.761,0,6.198,1.055,1.418,2.044,3.155,0.093
8724,2215,51,173.473,324.634,0,5.96,1.002,1.314,1.849,2.792,0.028
8727,2216,51,414.191,307.415,0,6.779,1.118,1.556,2.325,3.71,0.112
8740,2219,51,346.533,355.505,0,6.352,1.029,1.382,2,3.115,0.122
8749,2222,51,145.32,437.639,0,6.698,1.063,1.428,2.056,3.165,0.092
8764,2227,51,211.28,489.608,0,5.766,1.031,1.381,1.992,3.087,0.044
8769,2229,51,376.597,507.936,0,4.146,1.002,1.33,1.904,2.939,0.028
8773,2230,51,351.664,10.702,0,6.443,1.033,1.371,1.95,2.972,0.125
8826,2242,51,29.462,205.173,0,5.668,1.036,1.396,2.027,3.161,0.05
8839,2246,51,130.424,227.286,0,5.578,0.992,1.295,1.815,2.733,0.058
8929,2272,51,231.492,12.142,0,4.014,0.93,1.171,1.576,2.276,0.042
8933,2273,51,328.898,21.744,0,5.367,1.033,1.404,2.062,3.257,0.046
8935,2274,51,240.337,25.494,0,6.387,1.036,1.378,1.966,3.004,0.126
8937,2275,51,385.656,36.587,0,6.356,1.03,1.384,2.001,3.108,0.123
8939,2276,51,290.411,51.237,0,6.744,1.142,1.621,2.473,4.03,0.084
8942,2277,51,398.791,48.59,0,6.335,1.052,1.427,2.083,3.262,0.128
8949,2279,51,201.467,106.651,0,7.037,1.075,1.47,2.159,3.395,0.028
8952,2280,51,395.651,118.853,0,5.052,1.011,1.327,1.865,2.811,0.051
8954,2281,51,117.49,126.647,0,6.166,1.027,1.385,2.016,3.155,0.084
8956,2282,51,57.395,136.115,0,4.612,0.973,1.254,1.731,2.566,0.04
8958,2283,51,450.577,155.555,0,6.957,1.123,1.571,2.36,3.79,0.057
8961,2284,51,441.251,160.441,0,6.261,1.059,1.433,2.084,3.246,0.108
8963,2285,51,207.743,186.116,0,4.776,0.995,1.29,1.786,2.646,0.058
8965,2286,51,14.718,225.621,0,6.379,1.033,1.387,2.002,3.103,0.129
8968,2287,51,415.747,214.547,0,6.514,1.056,1.438,2.109,3.321,0.155
8970,2288,51,486.534,223.121,0,6.115,1.035,1.4,2.041,3.2,0.07
8973,2289,51,311.679,242.285,0,6.193,1.044,1.391,1.984,3.026,0.092
8976,2290,51,265.295,249.381,0,6.721,1.072,1.467,2.161,3.415,0.105
8984,2291,51,15.358,237.52,0,6.225,1.041,1.385,1.973,3.01,0.098
8990,2292,51,398.644,252.904,0,4.3,0.998,1.308,1.843,2.791,0.03
8993,2293,51,246.941,256.339,0,3.739,0.968,1.252,1.735,2.584,0.026
8995,2294,51,419.932,245.869,0,4.678,1.049,1.437,2.129,3.392,0.021
