Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID4501,4501,10,-1,480.168,94.137,0,117,117,5,1,-10921639,114.371,115,67,168,11094,26.169,8.830,0.232,1.648
ID4537,4537,10,-1,479.634,94.137,0,118,118,5,1,-10921639,112.866,114,64,170,10948,27.101,8.828,0.228,1.547
ID4573,4573,10,-1,479.634,95.206,0,119,119,5,1,-10921639,112.041,112,70,170,10868,27.522,8.784,0.231,1.527
ID234,234,11,-1,474.822,233.685,0,0,0,5,1,-10921639,104.134,107,68,135,10101,18.622,8.850,0.158,1.529
ID270,270,11,-1,475.891,233.685,0,1,1,5,1,-10921639,102.134,104,62,133,9907,20.118,8.844,0.151,1.335
ID310,310,11,-1,475.356,232.616,0,2,2,5,1,-10921639,102.289,104,70,133,9922,17.837,8.865,0.161,1.588
ID346,346,11,-1,477.495,233.151,0,3,3,5,1,-10921639,100.505,101,67,128,9749,18.309,8.833,0.160,1.515
ID382,382,11,-1,480.168,232.616,0,4,4,5,1,-10921639,98.670,99,63,133,9571,20.218,8.849,0.149,1.267
ID418,418,11,-1,480.703,233.151,0,5,5,5,1,-10921639,99.155,99,63,130,9618,20.866,8.829,0.153,1.259
ID475,475,11,-1,481.772,231.547,0,6,6,5,1,-10921639,102.237,103,72,130,9917,17.851,8.830,0.159,1.573
ID511,511,11,-1,482.842,231.012,0,7,7,5,1,-10921639,103.227,104,71,136,10013,18.147,8.856,0.162,1.582
ID547,547,11,-1,484.446,230.477,0,8,8,5,1,-10921639,102.464,103,67,134,9939,19.211,8.824,0.159,1.466
ID583,583,11,-1,484.446,227.804,0,9,9,5,1,-10921639,105.062,108,70,133,10191,17.918,8.856,0.164,1.650
ID619,619,11,-1,483.911,229.408,0,10,10,5,1,-10921639,102.856,104,68,133,9977,18.510,8.848,0.157,1.505
ID655,655,11,-1,485.515,229.408,0,11,11,5,1,-10921639,103.247,104,64,132,10015,18.744,8.858,0.158,1.501
ID691,691,11,-1,484.980,231.012,0,12,12,5,1,-10921639,97.175,98,62,132,9426,21.677,8.824,0.143,1.123
ID727,727,11,-1,483.911,233.151,0,13,13,5,1,-10921639,96.990,97,63,132,9408,20.520,8.848,0.148,1.216
ID766,766,11,-1,485.515,231.547,0,14,14,5,1,-10921639,97.619,100,61,130,9469,20.837,8.895,0.140,1.148
ID799,799,11,-1,483.911,231.547,0,15,15,5,1,-10921639,101.206,103,70,130,9817,18.073,8.812,0.162,1.565
ID835,835,11,-1,483.911,233.151,0,16,16,5,1,-10921639,96.423,98,63,126,9353,20.023,8.823,0.147,1.235
ID871,871,11,-1,483.911,233.151,0,17,17,5,1,-10921639,96.392,97,62,128,9350,20.115,8.823,0.148,1.234
ID907,907,11,-1,484.980,232.616,0,18,18,5,1,-10921639,94.485,96,61,129,9165,21.130,8.843,0.139,1.095
ID943,943,11,-1,483.911,233.685,0,19,19,5,1,-10921639,90.722,88,55,129,8800,22.339,8.877,0.123,0.887
ID979,979,11,-1,483.376,233.151,0,20,20,5,1,-10921639,96.732,99,64,127,9383,19.354,8.826,0.143,1.254
ID1015,1015,11,-1,483.376,233.151,0,21,21,5,1,-10921639,99.309,101,69,126,9633,16.938,8.806,0.149,1.524
ID1051,1051,11,-1,483.376,234.220,0,22,22,5,1,-10921639,97.299,96,66,126,9438,18.274,8.807,0.146,1.357
ID1087,1087,11,-1,483.911,232.616,0,23,23,5,1,-10921639,98.577,100,68,125,9562,16.855,8.842,0.146,1.494
ID1123,1123,11,-1,483.376,232.081,0,24,24,5,1,-10921639,100.000,101,71,123,9700,15.751,8.821,0.140,1.561
ID1159,1159,11,-1,484.446,231.547,0,25,25,5,1,-10921639,98.258,98,67,125,9531,16.207,8.802,0.135,1.446
ID1195,1195,11,-1,483.376,232.081,0,26,26,5,1,-10921639,98.392,100,68,125,9544,16.592,8.794,0.136,1.424
ID1231,1231,11,-1,483.911,231.547,0,27,27,5,1,-10921639,97.144,96,67,120,9423,16.140,8.815,0.132,1.405
ID1267,1267,11,-1,484.446,232.616,0,28,28,5,1,-10921639,94.093,94,60,126,9127,18.561,8.809,0.127,1.139
ID1303,1303,11,-1,483.911,231.547,0,29,29,5,1,-10921639,97.237,99,68,126,9432,16.451,8.803,0.134,1.397
ID1339,1339,11,-1,484.446,232.616,0,30,30,5,1,-10921639,93.649,94,63,121,9084,18.169,8.812,0.128,1.168
ID1375,1375,11,-1,484.446,231.547,0,31,31,5,1,-10921639,97.598,98,65,123,9467,16.439,8.777,0.139,1.445
ID1411,1411,11,-1,484.446,232.616,0,32,32,5,1,-10921639,94.237,95,64,123,9141,18.032,8.814,0.130,1.205
ID1447,1447,11,-1,483.911,232.081,0,33,33,5,1,-10921639,97.515,99,68,121,9459,15.548,8.822,0.135,1.490
ID1483,1483,11,-1,483.911,233.151,0,34,34,5,1,-10921639,94.072,95,66,120,9125,17.539,8.829,0.129,1.228
ID1519,1519,11,-1,481.238,233.151,0,35,35,5,1,-10921639,89.258,88,59,121,8658,20.206,8.886,0.089,0.724
ID1555,1555,11,-1,483.911,233.685,0,36,36,5,1,-10921639,91.443,92,60,122,8870,18.790,8.827,0.123,1.065
ID1591,1591,11,-1,483.911,228.873,0,37,37,5,1,-10921639,104.753,108,70,140,10161,15.848,8.948,0.120,1.414
ID1627,1627,11,-1,484.446,231.547,0,38,38,5,1,-10921639,99.165,101,72,121,9619,15.315,8.848,0.140,1.586
ID1663,1663,11,-1,484.446,233.685,0,39,39,5,1,-10921639,93.649,94,62,124,9084,18.047,8.806,0.130,1.195
ID1699,1699,11,-1,484.446,233.151,0,40,40,5,1,-10921639,97.907,99,71,122,9497,15.635,8.824,0.139,1.527
ID1735,1735,11,-1,484.446,232.616,0,41,41,5,1,-10921639,97.588,99,71,121,9466,15.510,8.848,0.142,1.566
ID1771,1771,11,-1,483.376,233.151,0,42,42,5,1,-10921639,98.526,99,72,122,9557,14.688,8.823,0.141,1.656
ID1807,1807,11,-1,483.376,234.755,0,43,43,5,1,-10921639,90.588,91,59,127,8787,19.323,8.809,0.122,1.019
ID1843,1843,11,-1,483.376,233.151,0,44,44,5,1,-10921639,95.000,97,65,123,9215,17.567,8.835,0.134,1.275
ID1879,1879,11,-1,481.238,231.547,0,45,45,5,1,-10921639,98.103,99,71,123,9516,15.985,8.804,0.141,1.514
ID1915,1915,11,-1,479.634,229.943,0,46,46,5,1,-10921639,100.814,103,75,127,9779,14.589,8.845,0.142,1.721
ID1951,1951,11,-1,478.564,228.339,0,47,47,5,1,-10921639,98.680,103,66,121,9572,16.241,8.880,0.133,1.426
ID1987,1987,11,-1,475.891,229.408,0,48,48,5,1,-10921639,96.835,96,65,121,9393,15.726,8.867,0.135,1.469
ID2023,2023,11,-1,477.495,228.339,0,49,49,5,1,-10921639,97.175,94,66,124,9426,16.301,8.850,0.135,1.420
ID2059,2059,11,-1,472.683,227.269,0,50,50,5,1,-10921639,100.588,103,68,122,9757,14.531,8.880,0.136,1.662
ID2098,2098,11,-1,472.148,227.269,0,51,51,5,1,-10921639,98.464,100,74,122,9551,14.166,8.829,0.142,1.729
ID2131,2131,11,-1,472.683,227.269,0,52,52,5,1,-10921639,90.247,90,59,124,8754,19.202,8.875,0.108,0.916
ID2167,2167,11,-1,467.871,225.665,0,53,53,5,1,-10921639,93.722,93,64,124,9091,17.682,8.844,0.125,1.175
ID2206,2206,11,-1,465.198,226.735,0,54,54,5,1,-10921639,90.897,89,62,124,8817,18.250,8.844,0.122,1.080
ID2239,2239,11,-1,461.990,226.200,0,55,55,5,1,-10921639,94.278,95,66,121,9145,16.543,8.824,0.136,1.366
ID2278,2278,11,-1,457.712,225.131,0,56,56,5,1,-10921639,93.969,94,63,129,9115,18.665,8.851,0.132,1.177
ID2317,2317,11,-1,453.970,222.457,0,57,57,5,1,-10921639,99.216,100,74,125,9624,15.530,8.819,0.146,1.633
ID2350,2350,11,-1,453.970,221.923,0,58,58,5,1,-10921639,95.062,95,66,122,9221,17.338,8.837,0.140,1.343
ID2386,2386,11,-1,451.296,221.388,0,59,59,5,1,-10921639,97.897,98,72,121,9496,13.540,8.880,0.138,1.758
ID2422,2422,11,-1,450.227,221.923,0,60,60,5,1,-10921639,95.907,98,66,122,9303,15.582,8.868,0.141,1.526
ID2458,2458,11,-1,449.157,221.388,0,61,61,5,1,-10921639,94.804,95,63,123,9196,16.067,8.853,0.142,1.468
ID2494,2494,11,-1,444.345,218.715,0,62,62,5,1,-10921639,98.155,100,69,121,9521,14.723,8.857,0.146,1.695
ID2530,2530,11,-1,440.603,216.576,0,63,63,5,1,-10921639,93.289,94,60,122,9049,17.104,8.835,0.138,1.323
ID2566,2566,11,-1,439.533,216.576,0,64,64,5,1,-10921639,88.216,86,57,122,8557,19.719,8.858,0.119,0.951
ID2602,2602,11,-1,431.513,216.041,0,65,65,5,1,-10921639,95.268,95,64,121,9241,14.969,8.859,0.146,1.626
ID2638,2638,11,-1,426.701,212.299,0,66,66,5,1,-10921639,92.701,94,63,122,8992,17.242,8.844,0.143,1.346
ID2674,2674,11,-1,423.493,212.299,0,67,67,5,1,-10921639,92.866,95,61,122,9008,16.680,8.867,0.143,1.393
ID2710,2710,11,-1,418.147,214.437,0,68,68,5,1,-10921639,91.144,91,61,121,8841,15.875,8.844,0.147,1.472
ID2761,2761,11,-1,408.523,214.437,0,69,69,5,1,-10921639,92.103,92,63,119,8934,15.647,8.843,0.155,1.579
ID2788,2788,11,-1,403.176,213.903,0,70,70,5,1,-10921639,94.825,95,70,118,9198,12.865,8.862,0.154,1.969
ID2824,2824,11,-1,396.225,213.368,0,71,71,5,1,-10921639,95.031,98,67,117,9218,13.518,8.849,0.154,1.877
ID2860,2860,11,-1,389.809,213.368,0,72,72,5,1,-10921639,90.845,92,57,118,8812,17.268,8.831,0.150,1.371
ID2909,2909,11,-1,384.997,211.764,0,73,73,5,1,-10921639,95.567,97,69,121,9270,14.770,8.844,0.163,1.812
ID2945,2945,11,-1,379.116,212.299,0,74,74,5,1,-10921639,93.113,93,69,115,9032,14.290,8.874,0.158,1.779
ID2981,2981,11,-1,372.165,210.695,0,75,75,5,1,-10921639,93.887,96,63,119,9107,14.775,8.838,0.160,1.752
ID3017,3017,11,-1,369.492,209.091,0,76,76,5,1,-10921639,90.186,94,53,118,8748,18.096,8.890,0.140,1.221
ID3053,3053,11,-1,364.680,211.764,0,77,77,5,1,-10921639,91.278,93,57,117,8854,17.448,8.848,0.160,1.440
ID3089,3089,11,-1,360.937,212.299,0,78,78,5,1,-10921639,95.753,96,71,118,9288,13.073,8.878,0.162,2.041
ID3125,3125,11,-1,359.333,209.625,0,79,79,5,1,-10921639,94.990,96,69,120,9214,14.557,8.848,0.166,1.859
ID3161,3161,11,-1,357.194,207.487,0,80,80,5,1,-10921639,88.918,92,57,113,8625,17.002,8.843,0.136,1.251
ID3197,3197,11,-1,353.986,208.021,0,81,81,5,1,-10921639,93.113,94,64,117,9032,14.092,8.866,0.155,1.772
ID3236,3236,11,-1,353.452,204.279,0,82,82,5,1,-10921639,93.577,95,61,116,9077,14.205,8.840,0.145,1.665
ID3272,3272,11,-1,352.917,203.209,0,83,83,5,1,-10921639,94.454,96,66,115,9162,13.716,8.851,0.158,1.875
ID3311,3311,11,-1,354.521,204.813,0,84,84,5,1,-10921639,83.041,83,54,114,8055,18.900,8.880,0.123,0.962
ID3350,3350,11,-1,355.590,202.140,0,85,85,5,1,-10921639,82.794,81,53,116,8031,19.162,8.857,0.121,0.934
ID3386,3386,11,-1,355.590,196.793,0,86,86,5,1,-10921639,88.732,91,55,116,8607,17.783,8.856,0.145,1.264
ID3422,3422,11,-1,357.729,193.585,0,87,87,5,1,-10921639,87.567,88,53,116,8494,18.380,8.898,0.139,1.161
ID3458,3458,11,-1,357.194,187.704,0,88,88,5,1,-10921639,88.113,89,58,117,8547,18.348,8.838,0.141,1.185
ID3494,3494,11,-1,354.521,178.614,0,89,89,5,1,-10921639,94.928,98,62,119,9208,15.240,8.839,0.155,1.671
ID3530,3530,11,-1,354.521,176.476,0,90,90,5,1,-10921639,94.381,98,62,117,9155,14.400,8.869,0.144,1.650
ID3570,3570,11,-1,353.452,171.664,0,91,91,5,1,-10921639,91.897,95,60,119,8914,17.258,8.877,0.140,1.311
ID3606,3606,11,-1,348.640,166.852,0,92,92,5,1,-10921639,95.577,97,59,119,9271,15.667,8.881,0.157,1.658
ID3642,3642,11,-1,348.640,165.248,0,93,93,5,1,-10921639,92.784,93,57,121,9000,18.673,8.842,0.142,1.236
ID3678,3678,11,-1,344.897,164.178,0,94,94,5,1,-10921639,93.536,94,66,125,9073,17.109,8.863,0.147,1.403
ID3714,3714,11,-1,342.223,162.040,0,95,95,5,1,-10921639,91.918,92,62,121,8916,17.057,8.857,0.136,1.287
ID3750,3750,11,-1,338.481,158.832,0,96,96,5,1,-10921639,99.031,101,70,120,9606,13.513,8.863,0.150,1.909
ID3786,3786,11,-1,335.273,155.089,0,97,97,5,1,-10921639,95.979,99,61,126,9310,16.791,8.848,0.136,1.373
ID3822,3822,11,-1,330.461,155.624,0,98,98,5,1,-10921639,98.577,100,72,121,9562,13.294,8.825,0.144,1.863
ID3858,3858,11,-1,328.322,155.624,0,99,99,5,1,-10921639,97.216,99,70,122,9430,14.665,8.842,0.141,1.636
ID3894,3894,11,-1,322.441,155.089,0,100,100,5,1,-10921639,98.495,99,73,128,9554,14.976,8.838,0.136,1.577
ID3930,3930,11,-1,317.629,155.624,0,101,101,5,1,-10921639,96.103,97,62,126,9322,18.240,8.854,0.107,1.018
ID3966,3966,11,-1,317.629,156.158,0,102,102,5,1,-10921639,93.763,94,62,126,9095,18.716,8.843,0.097,0.883
ID4002,4002,11,-1,316.559,153.485,0,103,103,5,1,-10921639,93.412,93,61,125,9061,17.718,8.859,0.102,0.973
ID4038,4038,11,-1,313.351,154.554,0,104,104,5,1,-10921639,104.124,107,74,125,10100,14.215,8.838,0.119,1.556
ID4074,4074,11,-1,311.747,153.485,0,105,105,5,1,-10921639,100.351,100,68,126,9734,16.725,8.902,0.104,1.132
ID4110,4110,11,-1,307.470,154.554,0,106,106,5,1,-10921639,107.103,108,81,132,10389,13.868,8.831,0.115,1.590
ID4146,4146,11,-1,302.123,154.554,0,107,107,5,1,-10921639,104.412,104,83,127,10128,12.641,8.843,0.104,1.552
ID4189,4189,11,-1,298.381,156.693,0,108,108,5,1,-10921639,103.361,103,79,124,10026,11.775,8.871,0.104,1.648
ID4222,4222,11,-1,292.499,157.228,0,109,109,5,1,-10921639,100.557,100,73,126,9754,13.854,8.860,0.111,1.456
ID4258,4258,11,-1,291.430,156.693,0,110,110,5,1,-10921639,98.598,99,73,123,9564,12.510,8.841,0.114,1.609
ID4294,4294,11,-1,289.826,157.762,0,111,111,5,1,-10921639,97.629,100,74,121,9470,12.469,8.814,0.113,1.593
ID4330,4330,11,-1,287.687,157.762,0,112,112,5,1,-10921639,95.464,97,73,117,9260,12.242,8.828,0.114,1.596
ID4366,4366,11,-1,282.340,157.762,0,113,113,5,1,-10921639,92.928,93,66,113,9014,12.509,8.845,0.124,1.636
ID4408,4408,11,-1,281.806,157.762,0,114,114,5,1,-10921639,90.856,91,66,114,8813,14.297,8.807,0.124,1.403
ID4438,4438,11,-1,278.598,158.297,0,115,115,5,1,-10921639,89.216,90,63,112,8654,13.212,8.841,0.124,1.495
ID4474,4474,11,-1,278.598,158.297,0,116,116,5,1,-10921639,84.835,84,58,114,8229,14.971,8.815,0.107,1.094
ID4510,4510,11,-1,275.924,158.297,0,117,117,5,1,-10921639,86.577,85,62,113,8398,13.440,8.820,0.120,1.381
ID4549,4549,11,-1,271.647,160.970,0,118,118,5,1,-10921639,88.103,89,61,112,8546,14.994,8.853,0.130,1.348
ID4585,4585,11,-1,265.231,162.574,0,119,119,5,1,-10921639,90.660,91,65,113,8794,12.993,8.871,0.136,1.669
ID3296,3296,12,-1,470.010,195.189,0,84,84,5,1,-10921639,128.010,129,89,162,12417,20.943,8.910,0.188,1.931
ID3332,3332,12,-1,472.148,195.189,0,85,85,5,1,-10921639,117.835,117,70,161,11430,25.661,8.892,0.157,1.247
ID3374,3374,12,-1,471.079,195.189,0,86,86,5,1,-10921639,123.454,125,83,162,11975,22.868,8.900,0.179,1.635
ID3407,3407,12,-1,471.079,194.120,0,87,87,5,1,-10921639,118.567,119,77,159,11501,25.292,8.922,0.162,1.308
ID3443,3443,12,-1,472.148,195.189,0,88,88,5,1,-10921639,120.052,119,73,161,11645,24.723,8.883,0.169,1.401
ID3479,3479,12,-1,471.614,195.724,0,89,89,5,1,-10921639,125.598,127,84,162,12183,22.181,8.904,0.180,1.727
ID3515,3515,12,-1,472.148,194.655,0,90,90,5,1,-10921639,123.072,124,79,162,11938,22.483,8.892,0.179,1.664
ID3555,3555,12,-1,471.079,193.585,0,91,91,5,1,-10921639,122.062,120,80,159,11840,23.292,8.892,0.177,1.579
ID3591,3591,12,-1,471.079,195.724,0,92,92,5,1,-10921639,128.619,131,88,158,12476,18.196,8.906,0.190,2.253
ID3627,3627,12,-1,471.614,194.655,0,93,93,5,1,-10921639,124.000,125,82,158,12028,21.708,8.896,0.184,1.773
ID3663,3663,12,-1,471.614,194.120,0,94,94,5,1,-10921639,121.155,119,81,157,11752,22.667,8.896,0.179,1.622
ID3699,3699,12,-1,472.148,193.585,0,95,95,5,1,-10921639,121.948,121,80,155,11829,22.216,8.887,0.182,1.690
ID3735,3735,12,-1,471.079,194.120,0,96,96,5,1,-10921639,124.814,125,90,156,12107,19.784,8.895,0.190,2.014
ID3771,3771,12,-1,471.079,193.585,0,97,97,5,1,-10921639,126.031,128,86,159,12225,20.190,8.909,0.192,2.013
ID3807,3807,12,-1,468.940,191.981,0,98,98,5,1,-10921639,121.464,122,84,160,11782,22.292,8.877,0.182,1.678
ID3843,3843,12,-1,469.475,190.377,0,99,99,5,1,-10921639,114.247,111,68,162,11082,26.510,8.884,0.160,1.190
ID3879,3879,12,-1,466.267,190.377,0,100,100,5,1,-10921639,119.876,119,77,161,11628,22.987,8.907,0.175,1.554
ID3915,3915,12,-1,465.198,190.377,0,101,101,5,1,-10921639,123.381,123,85,159,11968,21.398,8.881,0.185,1.799
ID3951,3951,12,-1,465.198,191.447,0,102,102,5,1,-10921639,127.598,129,94,158,12377,18.183,8.901,0.195,2.289
ID3987,3987,12,-1,464.663,188.773,0,103,103,5,1,-10921639,123.990,125,80,161,12027,22.615,8.877,0.188,1.734
ID4023,4023,12,-1,463.059,187.704,0,104,104,5,1,-10921639,126.206,124,93,161,12242,20.443,8.895,0.193,1.994
ID4059,4059,12,-1,462.524,186.100,0,105,105,5,1,-10921639,124.546,124,86,161,12081,20.901,8.883,0.193,1.927
ID4095,4095,12,-1,461.990,183.426,0,106,106,5,1,-10921639,120.330,117,84,160,11672,23.178,8.878,0.182,1.602
ID4131,4131,12,-1,463.059,180.753,0,107,107,5,1,-10921639,126.979,127,89,163,12317,19.837,8.905,0.202,2.155
ID4167,4167,12,-1,464.128,180.218,0,108,108,5,1,-10921639,126.742,128,90,158,12294,18.483,8.896,0.203,2.319
ID4207,4207,12,-1,465.198,176.476,0,109,109,5,1,-10921639,119.845,121,83,155,11625,22.415,8.899,0.195,1.745
ID4243,4243,12,-1,463.594,172.198,0,110,110,5,1,-10921639,119.680,119,74,162,11609,24.215,8.891,0.201,1.655
ID4279,4279,12,-1,462.524,170.060,0,111,111,5,1,-10921639,118.134,119,78,159,11459,23.936,8.880,0.200,1.646
ID4315,4315,12,-1,461.455,166.317,0,112,112,5,1,-10921639,117.515,118,77,157,11399,23.722,8.888,0.199,1.645
ID4351,4351,12,-1,462.524,161.505,0,113,113,5,1,-10921639,122.773,126,84,157,11909,19.312,8.909,0.217,2.270
ID4387,4387,12,-1,463.059,157.228,0,114,114,5,1,-10921639,119.526,123,79,154,11594,20.526,8.886,0.213,2.041
ID4423,4423,12,-1,463.059,152.416,0,115,115,5,1,-10921639,121.835,123,81,162,11818,20.615,8.894,0.225,2.169
ID4459,4459,12,-1,461.990,146.000,0,116,116,5,1,-10921639,120.165,121,80,157,11656,21.085,8.900,0.226,2.104
ID4495,4495,12,-1,460.920,144.396,0,117,117,5,1,-10921639,121.619,121,77,160,11797,20.392,8.895,0.228,2.218
ID4531,4531,12,-1,457.712,140.118,0,118,118,5,1,-10921639,118.680,117,75,158,11512,22.565,8.880,0.225,1.934
ID4567,4567,12,-1,456.108,136.376,0,119,119,5,1,-10921639,117.216,116,77,159,11370,24.296,8.865,0.191,1.547
