Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID1120,1120,9,-1,540.051,485.515,0,24,24,5,1,-10921639,93.887,93,59,142,9107,20.519,8.851,0.197,1.503
ID1156,1156,9,-1,543.259,485.515,0,25,25,5,1,-10921639,91.619,93,56,134,8887,20.689,12.797,0.131,1.025
ID1192,1192,9,-1,540.586,487.119,0,26,26,5,1,-10921639,93.567,94,61,138,9076,19.357,8.902,0.166,1.374
ID1228,1228,9,-1,538.447,487.654,0,27,27,5,1,-10921639,89.227,88,50,133,8655,21.609,8.793,0.183,1.280
ID1264,1264,9,-1,538.982,490.327,0,28,28,5,1,-10921639,91.680,91,59,130,8893,19.965,8.798,0.190,1.464
ID1300,1300,9,-1,539.517,489.792,0,29,29,5,1,-10921639,92.186,91,62,133,8942,17.935,8.846,0.170,1.492
ID1336,1336,9,-1,537.378,489.792,0,30,30,5,1,-10921639,89.897,89,57,134,8720,19.596,8.850,0.169,1.327
ID1372,1372,9,-1,536.843,489.258,0,31,31,5,1,-10921639,91.701,92,62,135,8895,19.272,8.757,0.190,1.517
ID1408,1408,9,-1,537.378,490.862,0,32,32,5,1,-10921639,92.629,93,61,129,8985,17.874,8.803,0.177,1.561
ID1444,1444,9,-1,535.774,489.258,0,33,33,5,1,-10921639,91.464,90,57,133,8872,19.155,8.784,0.189,1.515
ID1480,1480,9,-1,534.705,489.792,0,34,34,5,1,-10921639,93.557,93,58,139,9075,19.226,8.832,0.181,1.491
ID1516,1516,9,-1,533.101,489.792,0,35,35,5,1,-10921639,91.515,92,54,133,8877,18.918,8.863,0.164,1.364
ID1552,1552,9,-1,535.239,490.327,0,36,36,5,1,-10921639,86.155,84,53,134,8357,22.645,8.769,0.183,1.174
ID1588,1588,9,-1,530.427,491.396,0,37,37,5,1,-10921639,90.495,90,53,132,8778,20.351,8.831,0.170,1.295
ID1624,1624,9,-1,526.685,495.139,0,38,38,5,1,-10921639,92.907,94,56,132,9012,19.474,8.889,0.172,1.399
ID1660,1660,9,-1,522.942,496.208,0,39,39,5,1,-10921639,91.536,92,56,135,8879,20.094,8.864,0.190,1.453
ID1696,1696,9,-1,522.407,495.674,0,40,40,5,1,-10921639,88.938,88,54,135,8627,20.193,8.804,0.182,1.356
ID1732,1732,9,-1,520.269,497.278,0,41,41,5,1,-10921639,91.299,93,57,132,8856,19.734,8.825,0.173,1.363
ID1768,1768,9,-1,521.338,496.743,0,42,42,5,1,-10921639,88.948,85,56,131,8628,20.468,8.746,0.180,1.328
ID1804,1804,9,-1,520.269,495.674,0,43,43,5,1,-10921639,89.351,90,56,133,8667,20.388,8.764,0.178,1.323
ID1840,1840,9,-1,520.269,495.139,0,44,44,5,1,-10921639,88.443,86,54,132,8579,20.674,8.778,0.182,1.317
ID1876,1876,9,-1,520.803,496.208,0,45,45,5,1,-10921639,86.443,84,53,136,8385,21.694,8.763,0.177,1.201
ID1912,1912,9,-1,519.734,495.674,0,46,46,5,1,-10921639,89.320,87,57,134,8664,19.638,8.814,0.183,1.410
ID1948,1948,9,-1,520.803,495.674,0,47,47,5,1,-10921639,87.289,85,54,133,8467,20.908,8.713,0.181,1.279
ID1984,1984,9,-1,522.407,497.812,0,48,48,5,1,-10921639,88.701,88,56,137,8604,20.962,8.793,0.189,1.343
ID2020,2020,9,-1,521.873,496.743,0,49,49,5,1,-10921639,87.474,86,53,139,8485,22.037,8.765,0.186,1.245
ID2056,2056,9,-1,522.407,498.347,0,50,50,5,1,-10921639,89.124,88,52,137,8645,21.829,8.754,0.198,1.351
ID2092,2092,9,-1,522.407,498.882,0,51,51,5,1,-10921639,90.299,89,52,132,8759,20.808,8.803,0.195,1.419
ID2128,2128,9,-1,522.407,500.486,0,52,52,5,1,-10921639,91.268,91,57,130,8853,19.315,8.818,0.195,1.542
ID2164,2164,9,-1,524.011,499.416,0,53,53,5,1,-10921639,87.845,86,54,132,8521,23.005,8.716,0.198,1.261
ID2200,2200,9,-1,525.615,500.486,0,54,54,5,1,-10921639,84.866,81,52,130,8232,24.088,8.791,0.185,1.101
ID2236,2236,9,-1,525.615,501.555,0,55,55,5,1,-10921639,84.155,82,50,130,8163,24.101,8.828,0.175,1.039
ID2272,2272,9,-1,525.615,501.020,0,56,56,5,1,-10921639,85.887,84,53,134,8331,22.162,8.748,0.187,1.221
ID2311,2311,9,-1,525.615,502.090,0,57,57,5,1,-10921639,86.546,86,51,132,8395,22.522,8.755,0.188,1.217
ID2344,2344,9,-1,526.150,501.555,0,58,58,5,1,-10921639,86.959,88,51,130,8435,22.038,8.751,0.192,1.274
ID2380,2380,9,-1,526.685,502.624,0,59,59,5,1,-10921639,82.381,77,47,135,7991,25.798,8.813,0.168,0.917
ID2416,2416,9,-1,526.150,503.159,0,60,60,5,1,-10921639,85.134,82,49,133,8258,24.429,8.764,0.179,1.059
ID2449,2449,9,-1,525.615,502.624,0,61,61,5,1,-10921639,83.835,80,45,133,8132,24.440,8.750,0.175,1.021
ID2488,2488,9,-1,522.407,504.228,0,62,62,5,1,-10921639,88.052,87,48,131,8541,21.886,8.726,0.153,1.070
ID2521,2521,9,-1,518.130,502.624,0,63,63,5,1,-10921639,87.814,86,55,130,8518,20.363,5.168,0.138,1.043
ID2560,2560,9,-1,513.853,504.763,0,64,64,5,1,-10921639,85.629,85,51,132,8306,21.504,8.781,0.167,1.141
ID2593,2593,9,-1,511.714,504.763,0,65,65,5,1,-10921639,83.103,81,49,135,8061,23.202,8.789,0.168,1.032
ID2629,2629,9,-1,507.437,504.228,0,66,66,5,1,-10921639,88.351,87,52,131,8570,20.035,8.840,0.169,1.278
ID2665,2665,9,-1,506.902,502.624,0,67,67,5,1,-10921639,87.454,86,55,129,8483,20.471,8.794,0.184,1.325
ID2701,2701,9,-1,503.159,502.090,0,68,68,5,1,-10921639,85.897,85,53,127,8332,20.565,8.811,0.172,1.226
ID2737,2737,9,-1,497.278,499.416,0,69,69,5,1,-10921639,91.041,91,57,131,8831,19.546,8.770,0.185,1.451
ID2773,2773,9,-1,495.139,500.486,0,70,70,5,1,-10921639,87.845,88,54,129,8521,21.108,8.803,0.179,1.261
ID2809,2809,9,-1,485.515,499.416,0,71,71,5,1,-10921639,91.979,93,59,133,8922,19.438,8.795,0.176,1.419
ID2848,2848,9,-1,480.168,497.812,0,72,72,5,1,-10921639,93.186,93,57,132,9039,17.890,8.790,0.180,1.586
ID2885,2885,9,-1,475.891,498.347,0,73,73,5,1,-10921639,92.845,94,57,130,9006,17.499,8.829,0.173,1.564
ID2921,2921,9,-1,470.544,497.812,0,74,74,5,1,-10921639,90.299,91,59,129,8759,18.641,8.784,0.185,1.512
ID2957,2957,9,-1,468.406,498.347,0,75,75,5,1,-10921639,89.258,88,55,129,8658,19.447,8.811,0.179,1.391
ID2993,2993,9,-1,467.871,498.882,0,76,76,5,1,-10921639,84.938,83,53,124,8239,21.100,8.791,0.160,1.111
ID3029,3029,9,-1,466.267,501.020,0,77,77,5,1,-10921639,88.186,89,55,122,8554,17.615,8.801,0.159,1.370
ID3065,3065,9,-1,466.802,499.416,0,78,78,5,1,-10921639,84.660,85,55,119,8212,18.830,8.732,0.149,1.167
ID3101,3101,9,-1,466.267,499.416,0,79,79,5,1,-10921639,85.845,85,57,118,8327,17.683,8.780,0.151,1.276
ID3137,3137,9,-1,467.336,499.951,0,80,80,5,1,-10921639,84.876,83,54,121,8233,18.741,8.717,0.152,1.194
ID3173,3173,9,-1,467.336,500.486,0,81,81,5,1,-10921639,84.660,82,54,118,8212,18.365,8.703,0.153,1.225
ID3209,3209,9,-1,466.267,501.020,0,82,82,5,1,-10921639,88.227,88,62,119,8558,16.279,8.792,0.155,1.458
ID3248,3248,9,-1,466.802,500.486,0,83,83,5,1,-10921639,87.103,86,58,119,8449,16.662,8.776,0.158,1.430
ID3284,3284,9,-1,466.802,501.020,0,84,84,5,1,-10921639,87.278,85,59,118,8466,16.470,8.763,0.156,1.427
ID3323,3323,9,-1,466.267,500.486,0,85,85,5,1,-10921639,87.742,89,56,119,8511,16.807,8.796,0.154,1.395
ID3362,3362,9,-1,467.336,501.020,0,86,86,5,1,-10921639,87.680,87,58,119,8505,16.194,8.823,0.159,1.487
ID3398,3398,9,-1,466.267,501.555,0,87,87,5,1,-10921639,88.320,89,58,119,8567,17.542,8.863,0.147,1.288
ID3434,3434,9,-1,466.802,501.020,0,88,88,5,1,-10921639,85.134,83,55,122,8258,18.989,8.736,0.157,1.217
ID3470,3470,9,-1,464.663,499.951,0,89,89,5,1,-10921639,86.835,88,59,118,8423,17.158,8.760,0.160,1.394
ID3506,3506,9,-1,464.663,499.416,0,90,90,5,1,-10921639,87.237,88,61,120,8462,16.858,8.783,0.166,1.474
ID3542,3542,9,-1,462.524,499.951,0,91,91,5,1,-10921639,81.237,79,48,118,7880,19.770,8.763,0.145,1.040
ID3582,3582,9,-1,456.108,499.416,0,92,92,5,1,-10921639,84.216,84,54,122,8169,18.588,8.747,0.156,1.223
ID3618,3618,9,-1,452.365,498.882,0,93,93,5,1,-10921639,87.454,87,54,118,8483,17.053,8.766,0.165,1.451
ID3654,3654,9,-1,447.553,500.486,0,94,94,5,1,-10921639,85.072,84,55,120,8252,19.099,8.793,0.164,1.255
ID3690,3690,9,-1,440.068,499.951,0,95,95,5,1,-10921639,88.021,88,61,119,8538,17.013,8.795,0.167,1.483
ID3726,3726,9,-1,437.395,498.882,0,96,96,5,1,-10921639,89.124,89,62,121,8645,16.130,8.814,0.171,1.617
ID3762,3762,9,-1,432.048,501.020,0,97,97,5,1,-10921639,83.979,85,52,122,8146,18.724,8.815,0.154,1.194
ID3798,3798,9,-1,425.632,499.416,0,98,98,5,1,-10921639,86.381,87,56,118,8379,17.789,8.797,0.169,1.401
ID3834,3834,9,-1,423.493,499.951,0,99,99,5,1,-10921639,86.742,86,56,121,8414,17.891,8.792,0.168,1.398
ID3873,3873,9,-1,413.869,502.624,0,100,100,5,1,-10921639,89.330,89,62,117,8665,15.199,8.779,0.162,1.641
ID3906,3906,9,-1,405.849,501.020,0,101,101,5,1,-10921639,88.289,88,54,120,8564,16.110,8.799,0.164,1.542
ID3942,3942,9,-1,402.107,503.159,0,102,102,5,1,-10921639,90.897,91,62,124,8817,16.257,8.827,0.173,1.649
ID3978,3978,9,-1,396.225,503.694,0,103,103,5,1,-10921639,87.577,86,59,125,8495,16.285,8.805,0.159,1.472
ID4014,4014,9,-1,390.344,503.694,0,104,104,5,1,-10921639,90.505,90,65,122,8779,15.094,8.808,0.163,1.683
ID4050,4050,9,-1,388.205,504.763,0,105,105,5,1,-10921639,87.515,88,59,118,8489,16.542,8.775,0.150,1.382
ID4086,4086,9,-1,384.997,504.228,0,106,106,5,1,-10921639,90.103,91,60,118,8740,15.271,8.793,0.159,1.619
ID4122,4122,9,-1,380.720,505.298,0,107,107,5,1,-10921639,88.392,88,60,122,8574,17.589,8.845,0.153,1.336
ID4158,4158,9,-1,378.581,503.159,0,108,108,5,1,-10921639,89.289,90,61,118,8661,16.117,8.820,0.170,1.609
ID4198,4198,9,-1,376.442,502.624,0,109,109,5,1,-10921639,86.907,87,52,119,8430,17.378,8.845,0.154,1.332
ID4234,4234,9,-1,375.373,503.159,0,110,110,5,1,-10921639,85.588,86,55,122,8302,17.925,8.825,0.148,1.231
ID4270,4270,9,-1,373.769,502.090,0,111,111,5,1,-10921639,86.876,88,61,116,8427,16.351,8.830,0.160,1.462
ID4306,4306,9,-1,370.026,498.882,0,112,112,5,1,-10921639,90.072,90,63,116,8737,14.856,8.813,0.165,1.717
ID4342,4342,9,-1,367.888,495.674,0,113,113,5,1,-10921639,87.784,87,60,118,8515,16.973,8.825,0.166,1.475
ID4381,4381,9,-1,365.749,496.208,0,114,114,5,1,-10921639,85.990,86,57,118,8341,16.820,8.816,0.162,1.428
ID4414,4414,9,-1,363.076,491.931,0,115,115,5,1,-10921639,86.320,86,57,116,8373,16.461,8.828,0.163,1.469
ID4450,4450,9,-1,356.125,487.119,0,116,116,5,1,-10921639,87.052,87,61,116,8444,15.099,8.829,0.164,1.626
ID4489,4489,9,-1,354.521,487.119,0,117,117,5,1,-10921639,81.680,81,54,113,7923,17.656,8.838,0.148,1.192
ID4522,4522,9,-1,350.778,482.842,0,118,118,5,1,-10921639,87.072,88,62,122,8446,15.929,8.838,0.175,1.631
ID4558,4558,9,-1,348.105,479.634,0,119,119,5,1,-10921639,85.227,86,57,113,8267,16.113,8.825,0.169,1.529
ID249,249,10,-1,537.913,84.513,0,0,0,5,1,-10921639,122.165,121,63,203,11850,35.093,8.786,0.258,1.429
ID289,289,10,-1,536.843,85.582,0,1,1,5,1,-10921639,116.897,118,55,200,11339,37.609,8.795,0.244,1.220
ID325,325,10,-1,534.705,85.582,0,2,2,5,1,-10921639,118.629,116,67,199,11507,34.238,8.763,0.256,1.414
ID361,361,10,-1,535.239,87.186,0,3,3,5,1,-10921639,116.598,113,60,206,11310,37.471,8.732,0.255,1.263
ID397,397,10,-1,534.705,87.721,0,4,4,5,1,-10921639,115.062,112,57,200,11161,38.103,8.730,0.252,1.217
ID454,454,10,-1,534.705,87.721,0,5,5,5,1,-10921639,111.495,108,54,195,10815,38.877,5.207,0.243,1.120
ID490,490,10,-1,535.239,90.929,0,6,6,5,1,-10921639,118.948,118,63,197,11538,34.047,8.726,0.245,1.374
ID526,526,10,-1,534.705,91.463,0,7,7,5,1,-10921639,114.536,113,62,195,11110,36.011,8.732,0.243,1.244
ID562,562,10,-1,535.239,91.998,0,8,8,5,1,-10921639,120.608,121,67,189,11699,31.853,8.786,0.235,1.442
ID598,598,10,-1,534.705,91.463,0,9,9,5,1,-10921639,116.629,119,65,190,11313,34.173,8.723,0.242,1.332
ID634,634,10,-1,535.774,91.998,0,10,10,5,1,-10921639,118.691,122,57,193,11513,33.978,8.774,0.235,1.331
ID670,670,10,-1,536.309,90.929,0,11,11,5,1,-10921639,114.412,115,56,190,11098,36.350,8.775,0.239,1.216
ID706,706,10,-1,534.705,91.998,0,12,12,5,1,-10921639,118.907,119,65,193,11534,33.223,8.748,0.244,1.405
ID742,742,10,-1,536.309,91.998,0,13,13,5,1,-10921639,117.505,114,60,191,11398,34.470,8.765,0.243,1.331
ID781,781,10,-1,535.774,90.929,0,14,14,5,1,-10921639,112.216,109,55,190,10885,37.841,8.713,0.242,1.156
ID814,814,10,-1,536.309,92.533,0,15,15,5,1,-10921639,119.454,118,61,190,11587,33.017,8.789,0.240,1.403
ID850,850,10,-1,536.309,93.067,0,16,16,5,1,-10921639,119.567,120,59,192,11598,33.123,8.789,0.240,1.395
ID886,886,10,-1,536.309,92.533,0,17,17,5,1,-10921639,119.907,119,63,190,11631,32.725,8.779,0.245,1.440
ID922,922,10,-1,535.774,92.533,0,18,18,5,1,-10921639,119.423,117,60,190,11584,33.007,8.773,0.251,1.454
ID958,958,10,-1,536.309,93.602,0,19,19,5,1,-10921639,121.134,120,66,193,11750,32.526,8.815,0.243,1.454
ID994,994,10,-1,535.774,94.671,0,20,20,5,1,-10921639,122.938,126,67,193,11925,32.621,8.836,0.226,1.388
ID1030,1030,10,-1,535.239,93.067,0,21,21,5,1,-10921639,117.639,115,66,197,11411,34.422,8.750,0.254,1.384
ID1066,1066,10,-1,535.239,93.067,0,22,22,5,1,-10921639,118.021,115,66,192,11448,34.310,8.739,0.253,1.391
ID1102,1102,10,-1,535.774,93.602,0,23,23,5,1,-10921639,121.546,119,63,193,11790,33.235,8.797,0.247,1.449
ID1138,1138,10,-1,535.239,93.602,0,24,24,5,1,-10921639,121.093,120,63,191,11746,32.630,8.793,0.251,1.490
ID1174,1174,10,-1,534.705,93.602,0,25,25,5,1,-10921639,121.474,121,67,198,11783,32.571,8.790,0.249,1.486
ID1210,1210,10,-1,534.705,94.671,0,26,26,5,1,-10921639,123.351,124,66,198,11965,31.894,8.832,0.236,1.475
ID1246,1246,10,-1,535.774,94.671,0,27,27,5,1,-10921639,122.103,124,67,192,11844,32.561,8.825,0.238,1.441
ID1282,1282,10,-1,535.239,94.671,0,28,28,5,1,-10921639,122.526,123,64,190,11885,32.306,8.817,0.245,1.495
ID1318,1318,10,-1,533.635,94.137,0,29,29,5,1,-10921639,117.247,115,58,190,11373,36.336,8.802,0.238,1.239
ID1354,1354,10,-1,534.705,94.671,0,30,30,5,1,-10921639,122.072,122,64,190,11841,31.717,8.795,0.245,1.515
ID1390,1390,10,-1,535.774,95.741,0,31,31,5,1,-10921639,122.711,123,65,192,11903,33.098,8.841,0.232,1.397
ID1426,1426,10,-1,536.309,94.671,0,32,32,5,1,-10921639,120.608,121,61,194,11699,34.458,8.776,0.251,1.407
ID1462,1462,10,-1,534.705,94.671,0,33,33,5,1,-10921639,120.340,117,68,193,11673,34.001,8.773,0.260,1.461
ID1498,1498,10,-1,534.705,94.137,0,34,34,5,1,-10921639,114.093,110,59,196,11067,38.257,8.757,0.251,1.195
ID1534,1534,10,-1,536.309,95.206,0,35,35,5,1,-10921639,119.753,115,63,193,11616,34.757,8.753,0.259,1.417
ID1570,1570,10,-1,535.774,94.137,0,36,36,5,1,-10921639,116.052,111,59,195,11257,37.674,8.760,0.255,1.252
ID1606,1606,10,-1,535.239,95.206,0,37,37,5,1,-10921639,119.948,113,63,192,11635,33.837,8.767,0.258,1.455
ID1642,1642,10,-1,535.774,96.275,0,38,38,5,1,-10921639,122.031,124,61,196,11837,32.775,8.823,0.243,1.457
ID1678,1678,10,-1,535.239,94.671,0,39,39,5,1,-10921639,120.845,119,70,195,11722,32.792,8.763,0.256,1.505
ID1714,1714,10,-1,534.705,95.741,0,40,40,5,1,-10921639,123.175,121,67,193,11948,31.709,8.821,0.242,1.516
ID1750,1750,10,-1,535.774,95.206,0,41,41,5,1,-10921639,119.629,120,59,189,11604,32.957,8.787,0.247,1.439
ID1786,1786,10,-1,536.309,96.275,0,42,42,5,1,-10921639,121.907,123,64,190,11825,32.839,8.862,0.230,1.386
ID1822,1822,10,-1,535.774,93.602,0,43,43,5,1,-10921639,117.309,116,58,190,11379,34.929,8.780,0.248,1.335
ID1858,1858,10,-1,534.170,95.741,0,44,44,5,1,-10921639,122.186,125,61,189,11852,32.673,8.895,0.223,1.363
ID1894,1894,10,-1,536.309,93.067,0,45,45,5,1,-10921639,116.227,115,55,191,11274,33.849,8.780,0.244,1.349
ID1930,1930,10,-1,535.774,94.137,0,46,46,5,1,-10921639,118.845,118,63,192,11528,32.173,8.809,0.235,1.404
ID1966,1966,10,-1,535.774,93.067,0,47,47,5,1,-10921639,115.691,112,58,185,11222,32.917,8.760,0.245,1.382
ID2002,2002,10,-1,534.705,93.067,0,48,48,5,1,-10921639,116.124,116,62,183,11264,31.808,8.744,0.239,1.408
ID2038,2038,10,-1,535.774,92.533,0,49,49,5,1,-10921639,115.062,113,59,184,11161,32.679,8.767,0.237,1.350
ID2074,2074,10,-1,535.774,91.463,0,50,50,5,1,-10921639,104.670,100,50,184,10153,38.908,8.767,0.220,0.971
ID2113,2113,10,-1,534.705,93.067,0,51,51,5,1,-10921639,114.433,112,60,187,11100,32.530,8.742,0.237,1.347
ID2146,2146,10,-1,536.309,93.602,0,52,52,5,1,-10921639,117.928,117,68,187,11439,30.487,8.794,0.229,1.443
ID2182,2182,10,-1,536.309,93.602,0,53,53,5,1,-10921639,117.773,118,65,186,11424,30.286,8.793,0.230,1.453
ID2221,2221,10,-1,536.309,93.067,0,54,54,5,1,-10921639,114.113,115,62,182,11069,31.068,8.746,0.238,1.413
ID2254,2254,10,-1,535.774,93.067,0,55,55,5,1,-10921639,113.938,112,62,184,11052,31.421,8.758,0.237,1.390
ID2296,2296,10,-1,535.239,92.533,0,56,56,5,1,-10921639,113.907,111,65,182,11049,31.327,8.735,0.238,1.398
ID2293,2293,10,-1,535.774,92.533,0,57,57,5,1,-10921639,113.918,114,58,182,11050,32.007,8.761,0.234,1.349
ID2365,2365,10,-1,535.774,93.602,0,58,58,5,1,-10921639,116.938,116,67,183,11343,29.971,8.814,0.225,1.432
ID2401,2401,10,-1,535.239,93.602,0,59,59,5,1,-10921639,117.351,117,63,179,11383,29.797,8.810,0.232,1.481
ID2437,2437,10,-1,535.774,93.602,0,60,60,5,1,-10921639,117.433,117,68,186,11391,29.266,8.827,0.231,1.504
ID2473,2473,10,-1,535.774,92.533,0,61,61,5,1,-10921639,114.175,111,61,182,11075,31.139,8.776,0.239,1.414
ID2509,2509,10,-1,534.705,92.533,0,62,62,5,1,-10921639,114.309,110,64,183,11088,30.901,8.763,0.241,1.435
ID2545,2545,10,-1,535.774,92.533,0,63,63,5,1,-10921639,114.392,110,60,181,11096,31.215,8.779,0.237,1.406
ID2581,2581,10,-1,535.774,92.533,0,64,64,5,1,-10921639,114.392,113,61,181,11096,30.853,8.776,0.242,1.443
ID2617,2617,10,-1,535.774,92.533,0,65,65,5,1,-10921639,114.330,110,62,179,11090,30.217,8.772,0.237,1.451
ID2653,2653,10,-1,535.239,92.533,0,66,66,5,1,-10921639,115.309,115,61,181,11185,30.155,8.786,0.238,1.469
ID2689,2689,10,-1,535.774,93.602,0,67,67,5,1,-10921639,117.835,118,68,187,11430,29.482,8.842,0.223,1.456
ID2725,2725,10,-1,535.774,93.602,0,68,68,5,1,-10921639,118.371,121,69,186,11482,29.215,8.847,0.222,1.473
ID2758,2758,10,-1,536.843,92.533,0,69,69,5,1,-10921639,115.021,113,57,189,11157,31.267,8.821,0.239,1.417
ID2797,2797,10,-1,536.309,92.533,0,70,70,5,1,-10921639,116.835,113,70,186,11333,29.250,8.805,0.240,1.545
ID2830,2830,10,-1,536.843,91.463,0,71,71,5,1,-10921639,109.536,107,58,181,10625,34.312,8.783,0.243,1.248
ID2879,2879,10,-1,536.309,91.463,0,72,72,5,1,-10921639,112.237,108,65,181,10887,31.804,8.719,0.245,1.388
ID2903,2903,10,-1,537.378,91.998,0,73,73,5,1,-10921639,112.268,109,58,183,10890,31.500,8.775,0.244,1.396
ID2939,2939,10,-1,534.170,92.533,0,74,74,5,1,-10921639,115.103,115,60,179,11165,30.687,8.818,0.232,1.414
ID2975,2975,10,-1,534.705,94.671,0,75,75,5,1,-10921639,110.412,106,62,176,10710,29.614,8.751,0.229,1.388
ID3011,3011,10,-1,533.635,94.671,0,76,76,5,1,-10921639,109.670,108,64,178,10638,29.896,8.762,0.230,1.373
ID3047,3047,10,-1,532.031,96.275,0,77,77,5,1,-10921639,107.330,107,59,172,10411,31.139,8.734,0.228,1.281
ID3086,3086,10,-1,530.427,96.810,0,78,78,5,1,-10921639,110.000,110,61,172,10670,29.999,8.812,0.228,1.362
ID3119,3119,10,-1,528.823,98.414,0,79,79,5,1,-10921639,107.804,108,59,160,10457,27.830,8.775,0.207,1.330
ID3155,3155,10,-1,530.427,97.879,0,80,80,5,1,-10921639,104.155,103,57,161,10103,28.675,8.732,0.192,1.171
ID3191,3191,10,-1,529.358,98.949,0,81,81,5,1,-10921639,107.361,109,62,158,10414,26.128,8.731,0.203,1.386
ID3230,3230,10,-1,525.615,100.018,0,82,82,5,1,-10921639,105.948,106,59,163,10277,28.591,8.750,0.212,1.294
ID3266,3266,10,-1,525.081,102.157,0,83,83,5,1,-10921639,107.526,108,66,155,10430,26.559,8.768,0.190,1.294
ID3305,3305,10,-1,526.150,102.157,0,84,84,5,1,-10921639,107.814,107,60,164,10458,27.411,8.790,0.197,1.295
ID3344,3344,10,-1,522.942,101.622,0,85,85,5,1,-10921639,103.825,100,59,160,10071,28.858,8.777,0.202,1.208
ID3380,3380,10,-1,516.526,101.622,0,86,86,5,1,-10921639,106.608,105,58,165,10341,29.147,8.821,0.210,1.271
ID3416,3416,10,-1,514.387,101.087,0,87,87,5,1,-10921639,106.639,107,62,167,10344,30.806,8.705,0.221,1.253
ID3452,3452,10,-1,506.367,98.949,0,88,88,5,1,-10921639,109.784,106,66,165,10649,27.401,8.801,0.226,1.478
ID3488,3488,10,-1,501.020,97.879,0,89,89,5,1,-10921639,110.072,109,57,174,10677,31.038,8.740,0.232,1.334
ID3524,3524,10,-1,496.208,96.810,0,90,90,5,1,-10921639,116.320,115,67,176,11283,29.316,8.788,0.240,1.536
ID3564,3564,10,-1,486.584,94.137,0,91,91,5,1,-10921639,113.031,112,58,168,10964,29.482,8.828,0.214,1.350
ID3600,3600,10,-1,484.980,96.275,0,92,92,5,1,-10921639,108.237,106,64,168,10499,28.968,8.755,0.217,1.330
ID3636,3636,10,-1,484.446,95.206,0,93,93,5,1,-10921639,111.546,109,64,167,10820,26.649,8.790,0.222,1.519
ID3672,3672,10,-1,484.446,96.275,0,94,94,5,1,-10921639,111.742,112,63,164,10839,26.440,8.770,0.218,1.510
ID3708,3708,10,-1,485.515,94.137,0,95,95,5,1,-10921639,101.165,98,52,170,9813,33.827,8.825,0.191,0.958
ID3744,3744,10,-1,484.980,94.671,0,96,96,5,1,-10921639,107.299,104,60,168,10408,28.788,8.766,0.215,1.321
ID3780,3780,10,-1,485.515,94.671,0,97,97,5,1,-10921639,103.608,99,55,171,10050,33.158,8.774,0.202,1.050
ID3816,3816,10,-1,484.446,94.671,0,98,98,5,1,-10921639,111.887,113,70,170,10853,27.098,8.782,0.228,1.531
ID3852,3852,10,-1,484.446,94.671,0,99,99,5,1,-10921639,111.691,113,69,172,10834,27.555,8.794,0.229,1.511
ID3888,3888,10,-1,482.842,94.671,0,100,100,5,1,-10921639,113.443,115,70,172,11004,25.585,8.814,0.225,1.630
ID3924,3924,10,-1,483.911,94.671,0,101,101,5,1,-10921639,110.278,109,65,167,10697,28.135,8.768,0.225,1.438
ID3960,3960,10,-1,484.980,95.206,0,102,102,5,1,-10921639,105.649,104,58,168,10248,31.818,8.765,0.212,1.162
ID3996,3996,10,-1,484.446,94.671,0,103,103,5,1,-10921639,109.990,109,63,171,10669,29.598,8.781,0.227,1.375
ID4032,4032,10,-1,482.307,94.671,0,104,104,5,1,-10921639,114.876,115,71,174,11143,25.740,8.801,0.227,1.651
ID4068,4068,10,-1,482.307,94.137,0,105,105,5,1,-10921639,112.412,112,61,168,10904,27.226,8.796,0.222,1.499
ID4104,4104,10,-1,482.307,95.206,0,106,106,5,1,-10921639,113.722,113,68,168,11031,26.254,8.797,0.227,1.604
ID4140,4140,10,-1,483.376,94.137,0,107,107,5,1,-10921639,109.876,109,63,171,10658,29.237,8.787,0.227,1.393
ID4176,4176,10,-1,482.842,94.671,0,108,108,5,1,-10921639,109.464,108,63,167,10618,29.438,8.828,0.220,1.343
ID4216,4216,10,-1,482.842,94.671,0,109,109,5,1,-10921639,108.763,109,61,167,10550,30.173,8.799,0.216,1.280
ID4252,4252,10,-1,480.703,94.137,0,110,110,5,1,-10921639,114.124,116,67,168,11070,25.826,8.812,0.224,1.620
ID4285,4285,10,-1,482.842,94.137,0,111,111,5,1,-10921639,106.784,104,59,164,10358,30.159,8.792,0.218,1.266
ID4321,4321,10,-1,481.772,94.671,0,112,112,5,1,-10921639,111.722,113,66,166,10837,27.712,8.795,0.222,1.464
ID4360,4360,10,-1,482.307,93.602,0,113,113,5,1,-10921639,111.412,111,65,165,10807,26.866,8.780,0.229,1.545
ID4393,4393,10,-1,482.307,94.137,0,114,114,5,1,-10921639,111.742,113,66,167,10839,27.587,8.771,0.231,1.519
ID4432,4432,10,-1,481.238,94.671,0,115,115,5,1,-10921639,113.825,116,67,165,11041,26.027,8.810,0.223,1.594
ID4465,4465,10,-1,480.703,93.602,0,116,116,5,1,-10921639,111.876,113,67,166,10852,26.811,8.793,0.227,1.546
